Location,ManufactureDate,ReadDate,AgeInDays,Model,MileageKM,MileagePerDay,MaxRangeKM,ReplacementBatt,MileageSinceNewKM,Battery AgeDays,WattHoursPerKM,OriginalRangeKM,SuperchargeFreq,MaxChargeFreq,RunToEmptyFreq,DailyChargeLevel,Cycles
Asia Pacific & Europe (excl UK),15-Dec-15,5-Oct-16,295,Model S 70D,24088,81.4,359,No,24088,296,201,365,,,,,70.53
Asia Pacific & Europe (excl UK),29-Sep-15,7-Oct-16,374,Model S 90D,35011,93.4,429,No,35011,375,234,452,a few times a year,a few times a year,a few times a year,80%,102.16
Asia Pacific & Europe (excl UK),24-May-14,6-Oct-16,866,Model S 60,45500,52.5,268,No,45500,867,195,289,a few times a year,a few times a year,never,90%,157.44
Asia Pacific & Europe (excl UK),20-Nov-13,26-Sep-16,1041,Model S 85,156500,150.2,376,No,156500,"1,042",185,400,twice a week,a few times a year,once or twice a year,70%,385.18
Asia Pacific & Europe (excl UK),19-Aug-15,7-Oct-16,415,Model S 70D,58335,140.2,351,No,58335,416,203,365,daily,monthly,twice a month,80%,174.43
Asia Pacific & Europe (excl UK),13-Sep-16,15-Oct-16,32,Model S 90D,1980,60,445,No,1980,33,214,452,monthly,a few times a year,never,80%,5.19
Asia Pacific & Europe (excl UK),4-Jun-14,11-Oct-16,860,Model S 85,136267,158.3,380,No,136267,861,182,400,twice a month,a few times a year,a few times a year,90%,328.25
Asia Pacific & Europe (excl UK),3-Oct-16,20-Oct-16,17,Model X P90D,2746,152.6,378,No,2746,18,261,384,twice a week,a few times a year,a few times a year,90%,8.78
Asia Pacific & Europe (excl UK),30-Oct-14,23-Oct-16,724,Model S 85,73402,101.2,383,No,73402,725,220,400,,,,,212.92
Asia Pacific & Europe (excl UK),15-Nov-13,23-Oct-16,1073,Model S 85,126077,117.4,371,Yes,104562,891,226,400,a few times a year,a few times a year,a few times a year,90%,314.5
Asia Pacific & Europe (excl UK),12-Jun-15,23-Oct-16,499,Model S 85D,27700,55.4,400,No,27700,500,215,430,twice a month,a few times a year,once or twice a year,80%,79.16
Asia Pacific & Europe (excl UK),19-Dec-14,24-Oct-16,675,Model S 85,24183,35.8,383,No,24183,676,222,400,monthly,a few times a year,never,90%,70.37
Asia Pacific & Europe (excl UK),15-Jul-15,29-Oct-16,472,Model S 85,66849,141.3,391,No,66849,473,218,400,,,,,190.2
Asia Pacific & Europe (excl UK),13-Sep-16,16-Oct-16,33,Model S 90D,2500,73.5,450,No,2500,34,214,452,monthly,a few times a year,never,80%,6.51
Asia Pacific & Europe (excl UK),10-Jun-14,24-Apr-15,318,Model S 85,36302,113.8,388,No,36302,319,220,400,weekly,a few times a year,never,80%,103.98
Asia Pacific & Europe (excl UK),10-Jun-14,30-Jun-15,385,Model S 85,39821,103.2,381,No,39821,386,220,400,weekly,a few times a year,never,80%,115.09
Asia Pacific & Europe (excl UK),10-Jun-14,1-Oct-15,478,Model S 85,48316,100.9,373,No,48316,479,220,400,weekly,a few times a year,never,80%,141.1
Asia Pacific & Europe (excl UK),10-Jun-14,17-Jul-16,768,Model S 85,68068,88.5,376,No,68068,769,220,400,weekly,a few times a year,never,70%,198.02
Asia Pacific & Europe (excl UK),25-Mar-15,2-Nov-16,588,Model S P85D,50105,85.1,387,No,50105,589,185,408,twice a month,a few times a year,once or twice a year,90%,122.04
Asia Pacific & Europe (excl UK),8-Mar-16,26-Mar-16,18,Model S 90D,1196,62.9,450,No,1196,19,228,452,twice a month,monthly,never,90%,3.32
Asia Pacific & Europe (excl UK),8-Mar-16,6-Apr-16,29,Model S 90D,2062,68.7,448,No,2062,30,226,452,twice a month,monthly,never,90%,5.69
Asia Pacific & Europe (excl UK),8-Mar-16,21-Jun-16,105,Model S 90D,7133,67.3,448,No,7133,106,218,452,twice a month,monthly,never,,18.98
Asia Pacific & Europe (excl UK),8-Mar-16,5-Aug-16,150,Model S 90D,10715,71,446,No,10715,151,215,452,twice a month,monthly,never,,28.18
Asia Pacific & Europe (excl UK),8-Mar-16,3-Oct-16,209,Model S 90D,15001,71.4,439,No,15001,210,216,452,twice a month,a few times a year,never,,39.95
Asia Pacific & Europe (excl UK),8-Mar-16,13-Oct-16,219,Model S 90D,18602,84.6,434,No,18602,220,213,452,twice a month,a few times a year,never,,49.13
Asia Pacific & Europe (excl UK),15-Dec-14,28-Oct-16,683,Model S 85,26110,38.2,381,No,26110,684,213,400,once or twice a year,a few times a year,never,80%,73.08
Asia Pacific & Europe (excl UK),13-Jan-16,30-Oct-16,291,Model S 90D,23990,82.2,450,No,23990,292,195,452,twice a month,a few times a year,once or twice a year,80%,56.97
Asia Pacific & Europe (excl UK),10-Jun-14,25-Oct-16,868,Model S 85,76800,88.4,376,No,76800,869,220,400,monthly,a few times a year,never,60%,223.42
Asia Pacific & Europe (excl UK),16-Oct-13,4-Nov-16,1115,Model S P85+,59750,53.5,380,No,59750,"1,116",225,400,once or twice a year,a few times a year,never,70%,176.87
Asia Pacific & Europe (excl UK),3-Apr-15,29-Oct-16,575,Model S P85D,34205,59.4,383,No,34205,576,229,408,twice a month,monthly,once or twice a year,70%,104.29
Asia Pacific & Europe (excl UK),29-Sep-15,2-Nov-16,400,Model S 90D,37900,94.5,433,No,37900,401,229,452,monthly,monthly,a few times a year,80%,107.73
Asia Pacific & Europe (excl UK),29-Dec-14,20-Oct-16,661,Model S 85,24950,37.7,396,No,24950,662,215,400,twice a month,a few times a year,once or twice a year,90%,69.16
Asia Pacific & Europe (excl UK),17-Jun-14,23-Sep-16,829,Model S P85,115834,139.6,384,No,115834,830,169,400,twice a month,a few times a year,once or twice a year,90%,257.78
Asia Pacific & Europe (excl UK),2-Jul-13,4-Nov-16,1221,Model S 85,102000,83.5,376,No,102000,"1,222",205,400,monthly,monthly,a few times a year,90%,276.51
Asia Pacific & Europe (excl UK),13-Nov-13,7-Nov-16,1090,Model S 85,91921,84.3,379,Yes,79921,949,234,400,monthly,a few times a year,once or twice a year,90%,246.34
Asia Pacific & Europe (excl UK),4-Dec-15,10-Nov-16,342,Model S 70D,31273,91.2,349,No,31273,343,201,365,monthly,a few times a year,never,80%,92.85
Asia Pacific & Europe (excl UK),24-Jun-14,11-Nov-16,871,Model S 85,112000,128.4,377,No,112000,872,221,400,monthly,monthly,a few times a year,90%,328.87
Asia Pacific & Europe (excl UK),17-Mar-14,12-Nov-16,971,Model S P85,90000,92.6,374,No,90000,972,200,400,a few times a year,a few times a year,never,90%,238.65
Asia Pacific & Europe (excl UK),10-Jun-15,12-Jun-15,2,Model S 85D,744,248,406,No,744,3,205,430,twice a month,monthly,once or twice a year,90%,2.01
Asia Pacific & Europe (excl UK),10-Jun-15,25-Jun-15,15,Model S 85D,2908,181.8,406,No,2908,16,205,430,twice a month,monthly,once or twice a year,90%,7.87
Asia Pacific & Europe (excl UK),10-Jun-15,30-Jun-15,20,Model S 85D,4021,191.5,407,No,4021,21,205,430,twice a month,monthly,once or twice a year,90%,10.86
Asia Pacific & Europe (excl UK),10-Jun-15,9-Jul-15,29,Model S 85D,5488,182.9,405,No,5488,30,205,430,twice a month,monthly,once or twice a year,90%,14.86
Asia Pacific & Europe (excl UK),10-Jun-15,14-Jul-15,34,Model S 85D,6204,177.3,404,No,6204,35,205,430,twice a month,monthly,once or twice a year,90%,16.82
Asia Pacific & Europe (excl UK),10-Jun-15,9-Aug-15,60,Model S 85D,8626,141.4,404,No,8626,61,205,430,twice a month,monthly,once or twice a year,90%,23.39
Asia Pacific & Europe (excl UK),10-Jun-15,17-Aug-15,68,Model S 85D,10762,156,403,No,10762,69,205,430,twice a month,monthly,once or twice a year,90%,29.21
Asia Pacific & Europe (excl UK),10-Jun-15,20-Oct-15,132,Model S 85D,18650,140.2,393,No,18650,133,205,430,twice a month,monthly,once or twice a year,80%,51.25
Asia Pacific & Europe (excl UK),10-Jun-15,30-Oct-15,142,Model S 85D,26279,183.8,391,No,26279,143,205,430,twice a month,monthly,once or twice a year,80%,72.38
Asia Pacific & Europe (excl UK),10-Jun-15,9-Mar-16,273,Model S 85D,35030,127.8,401,No,35030,274,205,430,twice a month,monthly,once or twice a year,80%,95.32
Asia Pacific & Europe (excl UK),10-Jun-15,12-Apr-16,307,Model S 85D,39966,129.8,405,No,39966,308,205,430,twice a month,monthly,once or twice a year,80%,108.23
Asia Pacific & Europe (excl UK),10-Jun-15,28-Apr-16,323,Model S 85D,42641,131.6,404,No,42641,324,205,430,twice a month,monthly,once or twice a year,80%,115.62
Asia Pacific & Europe (excl UK),10-Jun-15,12-May-16,337,Model S 85D,44051,130.3,408,No,44051,338,205,430,twice a month,monthly,once or twice a year,80%,118.87
Asia Pacific & Europe (excl UK),10-Jun-15,20-May-16,345,Model S 85D,45490,131.5,407,No,45490,346,206,430,twice a month,monthly,once or twice a year,80%,123.49
Asia Pacific & Europe (excl UK),10-Jun-15,21-Jun-16,377,Model S 85D,49489,130.9,408,No,49489,378,206,430,twice a month,monthly,once or twice a year,80%,134.19
Asia Pacific & Europe (excl UK),10-Jun-15,28-Jun-16,384,Model S 85D,50600,131.4,409,No,50600,385,206,430,twice a month,monthly,once or twice a year,80%,137.04
Asia Pacific & Europe (excl UK),10-Jun-15,31-Jul-16,417,Model S 85D,53720,128.5,411,No,53720,418,206,430,twice a month,monthly,once or twice a year,80%,145.14
Asia Pacific & Europe (excl UK),10-Jun-15,14-Aug-16,431,Model S 85D,56320,130.4,411,No,56320,432,206,430,twice a month,monthly,once or twice a year,80%,152.16
Asia Pacific & Europe (excl UK),10-Jun-15,12-Sep-16,460,Model S 85D,61226,132.8,413,No,61226,461,206,430,twice a month,monthly,once or twice a year,80%,165.02
Asia Pacific & Europe (excl UK),10-Jun-15,21-Sep-16,469,Model S 85D,63010,134.1,414,No,63010,470,206,430,twice a month,monthly,once or twice a year,80%,169.62
Asia Pacific & Europe (excl UK),10-Jun-15,10-Oct-16,488,Model S 85D,64468,131.8,415,No,64468,489,206,430,twice a month,monthly,once or twice a year,80%,173.35
Asia Pacific & Europe (excl UK),10-Jun-15,11-Oct-16,489,Model S 85D,65086,132.8,416,No,65086,490,206,430,twice a month,monthly,once or twice a year,80%,174.8
Asia Pacific & Europe (excl UK),10-Jun-15,12-Oct-16,490,Model S 85D,65739,133.9,414,No,65739,491,206,430,twice a month,monthly,once or twice a year,80%,176.97
Asia Pacific & Europe (excl UK),10-Jun-15,18-Oct-16,496,Model S 85D,66604,134,417,No,66604,497,206,430,twice a month,monthly,once or twice a year,80%,178.67
Asia Pacific & Europe (excl UK),10-Jun-15,25-Oct-16,503,Model S 85D,67245,133.4,415,No,67245,504,206,430,twice a month,monthly,once or twice a year,80%,180.81
Asia Pacific & Europe (excl UK),10-Jun-15,27-Oct-16,505,Model S 85D,68687,135.7,415,No,68687,506,206,430,twice a month,monthly,once or twice a year,80%,184.69
Asia Pacific & Europe (excl UK),24-Jun-16,8-Oct-16,106,Model S 75,1322,12.4,381,No,1322,107,188,380,,,,90%,3.37
Asia Pacific & Europe (excl UK),24-Jun-16,15-Oct-16,113,Model S 75,3164,27.8,381,No,3164,114,187,380,,,,90%,8.03
Asia Pacific & Europe (excl UK),24-Jun-16,3-Nov-16,132,Model S 75,4752,35.7,383,No,4752,133,188,380,,,,90%,12.09
Asia Pacific & Europe (excl UK),30-Oct-14,14-Nov-16,746,Model S 85,77430,103.7,377,No,77430,747,193,400,twice a week,once or twice a year,never,90%,197.36
Asia Pacific & Europe (excl UK),15-Dec-15,17-Nov-16,338,Model S 70D,28514,84.1,359,No,28514,339,203,365,,,,,84.32
Asia Pacific & Europe (excl UK),29-Sep-15,18-Nov-16,416,Model S 90D,39193,94,433,No,39193,417,229,452,monthly,monthly,a few times a year,80%,111.4
Asia Pacific & Europe (excl UK),8-Mar-16,11-Nov-16,248,Model S 90D,20421,82,439,No,20421,249,214,452,twice a month,twice a month,never,80%,53.88
Asia Pacific & Europe (excl UK),26-Apr-16,19-Nov-16,207,Model S 70D,11989,57.6,362,No,11989,208,219,365,twice a month,a few times a year,a few times a year,90%,38.09
Asia Pacific & Europe (excl UK),28-Apr-15,23-Nov-16,575,Model S 85D,88932,154.4,410,No,88932,576,203,430,a few times a year,monthly,once or twice a year,90%,237.05
Asia Pacific & Europe (excl UK),24-Jun-16,23-Nov-16,152,Model S 75,6500,42.5,382,No,6500,153,189,380,twice a month,twice a month,once or twice a year,90%,16.75
Asia Pacific & Europe (excl UK),30-Oct-14,24-Nov-16,756,Model S 85,78334,103.5,376,No,78334,757,194,400,twice a week,a few times a year,never,90%,200.95
Asia Pacific & Europe (excl UK),30-Oct-14,27-Nov-16,759,Model S 85,78456,103.2,376,No,78456,760,194,400,,,,,201.26
Asia Pacific & Europe (excl UK),13-May-15,28-Nov-16,565,Model S 85,60825,107.5,384,No,60825,566,205,400,monthly,a few times a year,never,90%,164.2
Asia Pacific & Europe (excl UK),25-Jun-15,24-Nov-16,518,Model S 85,58163,112.1,378,No,58163,519,226,400,weekly,a few times a year,a few times a year,90%,173.36
Asia Pacific & Europe (excl UK),10-Sep-13,28-Nov-16,1175,Model S P85,211500,179.8,358,No,211500,"1,176",212,400,twice a month,daily,a few times a year,100%,607.04
Asia Pacific & Europe (excl UK),15-Oct-14,28-Nov-16,775,Model S 85,97602,125.8,373,No,97602,776,215,400,daily,a few times a year,monthly,90%,278.56
Asia Pacific & Europe (excl UK),13-Sep-16,27-Nov-16,75,Model S 90D,8000,105.3,444,No,8000,76,220,452,daily,a few times a year,never,90%,21.58
Asia Pacific & Europe (excl UK),15-Dec-15,1-Dec-16,352,Model S 70D,30000,85,358,No,30000,353,205,365,,,,,89.71
Asia Pacific & Europe (excl UK),29-Sep-15,2-Dec-16,430,Model S 90D,39821,92.4,433,No,39821,431,230,452,monthly,monthly,a few times a year,80%,113.68
Asia Pacific & Europe (excl UK),25-Nov-13,3-Dec-16,1104,Model S P85+,127974,115.8,370,No,127974,"1,105",224,400,a few times a year,weekly,a few times a year,90%,384.34
Asia Pacific & Europe (excl UK),19-Aug-15,24-Nov-16,463,Model S 70D,65470,141.1,351,No,65470,464,203,365,weekly,monthly,a few times a year,80%,195.76
Asia Pacific & Europe (excl UK),30-Oct-14,6-Dec-16,768,Model S 85,79700,103.6,376,No,79700,769,194,400,twice a week,a few times a year,never,90%,204.46
Asia Pacific & Europe (excl UK),24-Jun-14,27-Nov-16,887,Model S 85,83000,93.5,377,No,83000,888,215,400,daily,a few times a year,never,90%,237.11
Asia Pacific & Europe (excl UK),22-Nov-13,9-Dec-16,1113,Model S 85,119000,106.8,375,No,119000,"1,114",200,400,monthly,monthly,never,90%,317.05
Asia Pacific & Europe (excl UK),24-Jun-16,9-Dec-16,168,Model S 75,8000,47.3,379,No,8000,169,192,380,,,,,21.02
Asia Pacific & Europe (excl UK),31-Mar-16,9-Dec-16,253,Model S 70D,17070,67.2,357,No,17070,254,229,365,a few times a year,a few times a year,once or twice a year,90%,57.1
Asia Pacific & Europe (excl UK),3-Apr-15,9-Dec-16,616,Model S P85D,36095,58.5,386,No,36095,617,230,408,twice a month,monthly,once or twice a year,70%,110.11
Asia Pacific & Europe (excl UK),1-Nov-13,13-Dec-16,1138,Model S 85,128000,112.4,371,No,128000,"1,139",212,400,,,,,363.36
Asia Pacific & Europe (excl UK),4-Jun-14,23-Nov-16,903,Model S 85,145160,160.6,377,No,145160,904,182,400,weekly,a few times a year,once or twice a year,90%,351.02
Asia Pacific & Europe (excl UK),24-Jun-16,16-Dec-16,175,Model S 75,8400,47.7,380,No,8400,176,194,380,,,a few times a year,,22.27
Asia Pacific & Europe (excl UK),13-Apr-16,18-Dec-16,249,Model S P90D,10001,40,402,No,10001,250,235,417,a few times a year,a few times a year,a few times a year,80%,29.09
Asia Pacific & Europe (excl UK),15-Dec-15,1-Dec-16,352,Model S 70D,32054,90.8,358,No,32054,353,207,365,,,,,96.79
Asia Pacific & Europe (excl UK),15-Mar-16,23-Dec-16,283,Model S 70D,32500,114.4,362,No,32500,284,204,365,monthly,twice a month,never,90%,96.78
Asia Pacific & Europe (excl UK),3-Apr-15,24-Dec-16,631,Model S P85D,36535,57.8,386,No,36535,632,230,408,twice a month,monthly,once or twice a year,70%,111.46
Asia Pacific & Europe (excl UK),25-Nov-13,24-Dec-16,1125,Model S P85+,130200,115.6,376,No,130200,"1,126",218,400,a few times a year,twice a week,a few times a year,90%,377.61
Asia Pacific & Europe (excl UK),26-Jun-16,26-Sep-16,92,Model S 90D,8000,86,444,No,8000,93,220,452,weekly,a few times a year,a few times a year,,21.71
Asia Pacific & Europe (excl UK),26-Jun-16,30-Dec-16,187,Model S 90D,13500,71.8,436,No,13500,188,220,452,weekly,a few times a year,a few times a year,,36.97
Asia Pacific & Europe (excl UK),23-Mar-14,31-Dec-16,1014,Model S 85,79950,78.8,389,No,79950,"1,015",218,400,,,,,228.07
Asia Pacific & Europe (excl UK),19-Sep-13,31-Dec-16,1199,Model S 85,135000,112.5,368,No,135000,"1,200",241,400,twice a week,monthly,twice a week,90%,437.35
Asia Pacific & Europe (excl UK),30-Oct-14,1-Jan-17,794,Model S 85,83021,104.4,377,No,83021,795,214,400,,,,,234.63
Asia Pacific & Europe (excl UK),10-Jun-15,18-Nov-16,527,Model S 85D,70532,133.6,415,No,70532,528,206,430,twice a month,monthly,once or twice a year,80%,189.65
Asia Pacific & Europe (excl UK),10-Jun-15,28-Nov-16,537,Model S 85D,71619,133.1,410,No,71619,538,206,430,twice a month,monthly,once or twice a year,80%,193.72
Asia Pacific & Europe (excl UK),26-Nov-13,23-Dec-16,1123,Model S 85,70300,62.5,382,No,70300,"1,124",200,400,monthly,a few times a year,once or twice a year,80%,184.5
Asia Pacific & Europe (excl UK),10-Jun-15,12-Dec-16,551,Model S 85D,72843,132,410,No,72843,552,206,430,twice a month,monthly,once or twice a year,80%,197.03
Asia Pacific & Europe (excl UK),10-Jun-15,14-Dec-16,553,Model S 85D,73770,133.2,408,No,73770,554,206,430,twice a month,monthly,once or twice a year,80%,200.03
Asia Pacific & Europe (excl UK),10-Jun-15,27-Dec-16,566,Model S 85D,74611,131.6,413,No,74611,567,206,430,twice a month,monthly,once or twice a year,80%,201.1
Asia Pacific & Europe (excl UK),10-Jun-15,27-Dec-16,566,Model S 85D,74973,132.2,417,No,74973,567,206,430,twice a month,monthly,once or twice a year,80%,201.12
Asia Pacific & Europe (excl UK),15-Jan-15,9-Nov-16,664,Model S P85D,63000,94.7,379,No,63000,665,220,408,weekly,a few times a year,a few times a year,90%,184.33
Asia Pacific & Europe (excl UK),29-Sep-15,6-Jan-17,465,Model S 90D,41845,89.8,430,No,41845,466,231,452,monthly,monthly,a few times a year,80%,120.39
Asia Pacific & Europe (excl UK),24-Jun-16,31-Dec-16,190,Model S 75,10239,53.6,377,No,10239,191,199,380,weekly,monthly,twice a month,90%,27.78
Asia Pacific & Europe (excl UK),20-Nov-13,10-Jan-17,1147,Model S 85,171735,149.6,365,No,171735,"1,148",185,400,weekly,monthly,never,70%,428.75
Asia Pacific & Europe (excl UK),26-Nov-13,9-Jan-17,1140,Model S 85,127174,111.5,374,No,127174,"1,141",223,400,a few times a year,a few times a year,once or twice a year,80%,375.98
Asia Pacific & Europe (excl UK),15-Oct-14,16-Jan-17,824,Model S 85,104958,127.2,372,No,104958,825,217,400,twice a week,a few times a year,once or twice a year,90%,302.73
Asia Pacific & Europe (excl UK),10-Sep-13,17-Jan-17,1225,Model S P85,222000,181.1,361,No,222000,"1,226",212,400,twice a week,daily,monthly,100%,638.45
Asia Pacific & Europe (excl UK),20-Apr-16,19-Jan-17,274,Model S 90D,26700,97.1,430,No,26700,275,230,452,twice a month,twice a month,monthly,90%,76.48
Asia Pacific & Europe (excl UK),30-Oct-14,21-Jan-17,814,Model S 85,86130,105.7,378,No,86130,815,208,400,,,,,236.28
Asia Pacific & Europe (excl UK),13-May-14,23-Mar-16,680,Model S 85,38500,56.5,375,No,38500,681,220,400,a few times a year,a few times a year,never,80%,112.16
Asia Pacific & Europe (excl UK),19-Aug-15,26-Jan-17,526,Model S 70D,73105,138.7,353,No,73105,527,205,365,weekly,monthly,a few times a year,80%,220.12
Asia Pacific & Europe (excl UK),8-Mar-16,31-Jan-17,329,Model S 90D,25581,77.5,432,No,25581,330,222,452,twice a month,monthly,never,80%,70.57
Asia Pacific & Europe (excl UK),13-May-14,1-Feb-17,995,Model S 85,56157,56.4,377,No,56157,996,220,400,,,,,163.17
Asia Pacific & Europe (excl UK),29-Sep-15,3-Feb-17,493,Model S 90D,43090,87.2,427,No,43090,494,233,452,monthly,monthly,a few times a year,80%,125.47
Asia Pacific & Europe (excl UK),26-Jun-16,5-Feb-17,224,Model S 90D,15000,66.7,433,No,15000,225,240,452,weekly,a few times a year,monthly,90%,44.96
Asia Pacific & Europe (excl UK),23-Dec-13,5-Feb-17,1140,Model S P85,98000,85.9,374,No,98000,"1,141",212,400,twice a month,monthly,monthly,90%,275.45
Asia Pacific & Europe (excl UK),31-Mar-16,9-Feb-17,315,Model S 70D,21000,66.5,358,No,21000,316,232,365,a few times a year,a few times a year,once or twice a year,90%,71.07
